"","age_category","author","availability","core","id","in_degree","is_cited","is_citing","lb","out_degree","place","publ_country","publ_language","title","type_category","year","topicality_final","topicality","bridging_final","community_max"
"RML0059683","2.0","Sagredo, Agostino","9","True","26473","17","True","False","False","0","Milano","IT","ita","Il fondaco dei Turchi in Venezia : studi storici e artistici","3.0","1860.0","0.01928640308582452","0.9016393442622951","-0.18306010928961747","history"
"RML0060953","2.0","Paoletti, Pietro","31","True","30257","23","True","False","False","0","Venezia","IT","ita","La Scuola grande di San Marco","3.0","1929.0","-0.3467023172905527","0.5454545454545454","0.5222816399286987","arts"
"RML0062003","2.0","Longnon, Jean","5","True","14628","10","True","False","False","0","Paris","FR","fre","L'empire latin de Constantinople et le principauté de Morée","3.0","1949.0","0.2857142857142857","1.0","-0.21428571428571427","history"
"RML0063407","2.0","Musatti, Eugenio","22","True","4217","19","True","False","False","0","Padova","IT","ita","Storia della promissione ducale","3.0","1888.0","0.10346926354230068","0.9905660377358491","-0.221850273889227","history"
"RML0080785","2.0","Beltrami, Luca","7","True","35211","14","True","False","False","0","Milano","IT","ita","La Cà del Duca sul Canal Grande ed altre reminiscenze sforzesche in Venezia","3.0","1906.0","0.06229143492769751","0.9655172413793104","0.1418242491657397","architecture"
"RML0081264","3.0","Sperling, Jutta Gisela","15","True","32159","13","True","False","True","0","Chicago","US","eng","Convents and the body politic in late Renaissance Venice","3.0","1999.0","0.05906593406593397","0.9821428571428571","-0.39331501831501836","history"
"RML0085884","2.0","Monticolo, Giovanni","2","True","26309","12","True","False","False","0","Roma","IT","ita","Studi e ricerche per l'edizione dei Capitolari antichissimi delle arti veneziane (1219-1330","3.0","1892.0","-0.08181818181818179","0.6","0.0018181818181817189","arts"
"RML0085937","2.0","a cura di Bartolomeo Cecchetti, Vincenzo Zanetti, Eugenio Sanfermo","14","True","1268","11","True","False","False","0","Venezia","IT","ita","Monografia della vetraria veneziana e muranese","3.0","1874.0","0.1895424836601307","0.7777777777777778","-0.39324618736383443","arts"
"RML0116392","2.0","a cura di R. Morozzo della Rocca, A. Lombardo","26","True","18358","38","True","False","False","0","Roma","IT","lat","Documenti del commercio veneziano nei secoli 11.-13","1.0","1940.0","0.2635200069893413","0.9851694915254238","-0.2944915254237288","history"
"RMLE007577","2.0","Moschini, Giannantonio","9","True","7735","38","True","False","False","0","Venezia","IT","ita","Guida per la citta di Venezia all'amico delle belle arti opera di Giannantonio Moschini","2.0","1815.0","-0.3172233338463907","0.547945205479452","0.3877943666307526","architecture"
"RMLE007960","1.0","Zanetti, Antonio Maria","19","True","19566","33","True","False","False","0","In Venezia","IT","ita","Descrizione di tutte le pubbliche pitture della citta' di Venezia e isole circonvicine: o sia Rinnovazione delle Ricche minere di Marco Boschini, colla aggiunta di tutte le opere, che uscirono dal 1674. sino al presente 1733. Con un compendio delle vite, e maniere de'principali pittori. ..","1.0","1733.0","-0.119168479574571","0.6903553299492385","0.1398356296833454","arts"
"RMLE008054","1.0","Albrizzi, Giovanni Battista","9","True","25157","21","True","False","False","0","In Venezia","IT","ita","Forestiere illuminato intorno le cose piu' rare, e curiose, antiche, e moderne della citta' di Venezia, e dell'isole circonvicine; con la descrizione delle chiese, monisteri, ospedali, ... Opera adornata di molte bellissime vedute in rame delle fabbriche più cospicue di questa metropoli ...[Giambatista Albrizzi","1.0","1740.0","0.014384349827387899","0.6962025316455697","-0.08755274261603374","architecture"
"RMLE008089","2.0","Moschini, Giannantonio","6","True","22853","19","True","False","False","0","In Venezia","IT","ita","Guida per l'isola di Murano descritta da Giannantonio Moschini C.R.S","2.0","1808.0","-0.22556390977443608","0.631578947368421","0.35064935064935066","arts"
"RMLE011628","1.0","Vecellio, Cesare","13","True","840","10","True","False","False","0","In Venetia","IT","ita","De gli habiti antichi, et moderni di diuerse parti del mondo libri due, fatti da Cesare Vecellio, & con discorsi da lui dichiarati ..","1.0","1590.0","0.11904761904761907","0.8333333333333334","-0.2142857142857143","history"
"RMLE013540","2.0","Boerio, Giuseppe","27","True","17331","13","True","False","False","0","Venezia","IT","ita","Dizionario del dialetto veneziano di Giuseppe Boerio","2.0","1829.0","-0.37297297297297305","0.6","0.5362162162162162","history"
"RMRE000171","2.0","Federici, Domenico Maria","26","True","9080","26","True","False","False","0","Venezia","IT","ita","Memorie trevigiane sulle opere di disegno dal mille e cento al mille ottocento per servire alla storia delle belle arti d'Italia. Volume primo [-secondo] [Domenico Maria Federici","1.0","1803.0","0.28025647876035265","0.9644670050761421","-0.6444251491673346","arts"
"RMRE000266","1.0","Ridolfi, Carlo","31","True","5697","22","True","False","False","0","In Venetia","IT","ita","Le marauiglie dell'arte, ouero Le vite de gl'illustri pittori veneti, e dello Stato. Oue sono raccolte le opere insigni, i costumi, & i ritratti loro. Con la narratione delle historie, delle fauole, e delle moralità da quelli dipinte. Descritte dal caualier Carlo Ridolfi. Con tre tauole copiose de' nomi de' pittori antichi, e moderni, e delle cose notabili. Parte prima[-seconda] ..","1.0","1648.0","-0.1546052631578947","0.4375","0.3577302631578947","arts"
"RMRE000503","1.0","Zanetti, Antonio Maria","26","True","1564","48","True","False","False","0","In Venezia","IT","ita","Della pittura veneziana e delle opere pubbliche de' veneziani maestri libri 5","3.0","1771.0","-0.12276256251488449","0.7957894736842105","-0.02025482257680411","arts"
"RMRE001220","1.0","Martinelli, Domenico","14","True","18905","23","True","False","False","0","Venetia","IT","ita","Il ritratto di Venezia diuiso in due parti. Nella prima, si descriuono  breuemente tutte le chiese della città, con le memorie più illustri, depositi, epitaffij, inscrizioni, scolture, e pitture più conspicue, con le dichiarazioni, & autori di esse. Nella seconda, si dà breue relazione del gouerno della republica, delli magistrati, delle fabriche publiche, e più riguardeuoli, &c","1.0","1684.0","-0.1251165889407062","0.569620253164557","0.135709526982012","arts"
"RMRE001927","2.0","Renier Michiel, Giustina","37","True","16807","15","True","False","False","0","Milano","IT","ita","Origine delle feste veneziane di Giustina Renier Michiel Volume primo [-sesto","3.0","1829.0","0.06491228070175437","0.9649122807017544","-0.3414473684210526","history"
"RMS0044598","3.0","McNeill, William Hardy","3","True","36119","15","True","False","False","0","Chicago","US","eng","Venice the hinge of Europe : 1081-1797","3.0","1974.0","0.0038819875776396895","0.9821428571428571","-0.23835403726708074","history"
"RMS2640126","3.0","Molmenti, Pompeo","1","True","12598","12","True","False","False","0","Trieste","IT","ita","La storia di Venezia nella vita privata : dalle origini alla caduta della repubblica","3.0","1978.0","0.375","1.0","-0.9236111111111112","history"
"RMSE002124","2.0","","4","True","11978","18","True","False","False","0","Venezia","IT","ita","Le fabbriche piu cospicue di Venezia misurate, illustrate, ed intagliate dai membri della veneta reale accademia di belle arti, volume primo <-secondo","3.0","1815.0","0.027972027972027913","0.8461538461538461","0.11888111888111885","architecture"
"RMSE054132","1.0","","1","True","25665","10","True","False","False","0","Venetiis","IT","lat","Ecclesiae venetae antiquis monumentis nunc etiam primum editis illustratae ac in decades distributae. Decas prima","1.0","1749.0","0.08316430020283982","0.9655172413793104","-0.6359026369168357","architecture"
"RMSE107460","1.0","recensuit,   praefationibus illustravit Flaminius Cornelius","1","True","8880","12","True","False","False","0","Venetiis","IT","lat","Laurentii De Monacis ... Chronicon de rebus venetis ab U. C. ad annum 1354 ..","1.0","1758.0","0.0","0.9130434782608695","-0.08695652173913049","history"
"SBL0009635","3.0","Davis, James Cushman","24","True","23401","73","True","True","True","55","Baltimore","US","eng","The decline of the Venetian nobility as a ruling class","3.0","1962.0","0.16450986735684248","0.9545454545454546","-0.27506123769468965","history"
"SBL0011718","3.0","Lauts, Jan","6","True","29932","10","True","False","False","0","London","GB","eng","Carpaccio : Paintings and drawings","3.0","1962.0","0.10416666666666663","0.9375","-0.45833333333333326","arts"
"SBL0036148","3.0","Zangirolami, Cesare","7","True","28125","31","True","False","False","0","Venezia","IT","ita","Storia delle chiese, dei monasteri, delle scuole di Venezia rapinate e distrutte da Napoleone Bonaparte","3.0","1962.0","-0.04138513513513509","0.6148648648648649","0.11959459459459465","architecture"
"SBL0037940","3.0","Seneca, Federico","29","True","27420","13","True","False","False","0","Padova","IT","ita","Venezia e Papa Giulio 2","3.0","1962.0","0.21052631578947367","1.0","-0.7361111111111112","history"
"SBL0038563","3.0","Tamassia Mazzarotto, Bianca","41","True","26702","11","True","False","False","0","Firenze","IT","ita","Le feste veneziane : i giochi popolari, le cerimonie religiose e di governo","3.0","1961.0","0.12121212121212122","0.9545454545454546","-0.33838383838383845","history"
"SBL0039328","3.0","Scattolin, Giorgia","6","True","3078","22","True","False","False","0","Venezia","IT","ita","Contributo allo studio dell'architettura civile veneziana dal 9. al 13. secolo : le Case-Fondaco sul Canal Grande","3.0","1961.0","0.3697989714820009","0.978494623655914","-0.49263674614305747","architecture"
"SBL0047269","3.0","Kedar, Benjamin Z","9","True","23313","16","True","False","True","0","New Haven","US","eng","Merchants in crisis : Genoese and Venetian men of affairs and the fourteenth-century depression","3.0","1976.0","0.19999999999999996","1.0","-0.7880952380952381","history"
"SBL0050469","3.0","Schulz, Anne Markham","22","True","19053","17","True","False","False","0","New York","US","eng","Niccolò di Giovanni Fiorentino and Venetian sculpture of the early Renaissance","3.0","1978.0","-0.26491228070175443","0.7","0.4035087719298246","architecture"
"SBL0055705","3.0","Lupprian, Karl-Ernst","17","True","35936","10","True","False","False","0","Venezia","IT","ita","Il Fondaco dei Tedeschi e la sua funzione di controllo del commercio tedesco a Venezia","3.0","1978.0","0.045454545454545414","1.0","-0.48863636363636365","history"
"SBL0073509","3.0","Da Mosto, Andrea","25","True","6504","18","True","False","False","0","Milano","IT","ita","I Dogi di Venezia nella vita pubblica e privata","3.0","1966.0","-0.00756756756756749","0.56","-0.167027027027027","history"
"SBL0077180","3.0","Rizzi, Aldo","62","True","18443","10","True","False","False","0","Venezia","IT","ita","Luca Carlevarijs","3.0","1967.0","0.0","0.8333333333333334","0.16666666666666663","arts"
"SBL0093981","3.0","Cessi, Roberto","24","True","7013","40","True","False","False","0","Milano","IT","ita","Storia della Repubblica di Venezia","3.0","1968.0","0.2910253374378403","0.9512195121951219","-0.36478806535638175","history"
"SBL0108192","3.0","Torcellan, Gianfranco","60","True","22428","10","True","False","False","0","Torino","IT","ita","Settecento veneto e altri scritti storici","3.0","1969.0","0.0","0.8333333333333334","0.08333333333333331","history"
"SBL0109491","3.0","Labalme, Patricia H","37","True","5223","23","True","False","False","0","Roma","IT","eng","Bernardo Giustiniani : a Venetian of the Quattrocento","3.0","1969.0","0.23790483806477403","0.975609756097561","-0.6245501799280289","history"
"SBL0118571","3.0","Chambers, David Sanderson","16","True","3594","47","True","False","True","0","London","GB","eng","The Imperial age of Venice : 1380-1580","3.0","1970.0","-0.08725169432110302","0.8354755784061697","0.09930474409908852","history"
"SBL0127162","3.0","Geanakoplos, Deno John","35","True","22446","16","True","False","False","0","Cambridge (Mass","US","eng","Greek scholars in Venice : studies in the dissemination of Greek learning from Byzantium to Western Europe","3.0","1962.0","0.2222222222222222","1.0","-0.6222222222222222","history"
"SBL0129998","3.0","Luzzatto, Gino","85","True","29786","75","True","False","True","0","Venezia","IT","ita","Storia economica di Venezia dall'11. al 16. secolo","3.0","1961.0","0.054342601259898204","0.9354365370506236","-0.2166873276494548","history"
"SBL0131426","3.0","Venezia","49","True","20757","11","True","False","False","0","Venezia","IT","ita","Cassiere della bolla ducale : grazie-novus liber, 1299-1305","1.0","1962.0","0.045454545454545414","1.0","-0.6022727272727273","history"
"SBL0131566","3.0","Dalla Libera, Sandro","37","True","12409","13","True","False","False","0","Venezia","IT","ita","L'arte degli organi a Venezia","3.0","1962.0","-0.06222222222222218","0.7777777777777778","-0.1777777777777778","arts"
"SBL0145643","3.0","Luzzatto, Gino","38","True","26324","13","True","False","False","0","Milano","IT","ita","Il debito pubblico della Repubblica di Venezia : dagli ultimi decenni del 12. secolo alla fine del 15","3.0","1963.0","0.045454545454545414","1.0","-0.65","history"
"SBL0149690","3.0","Convegno internazionale di storia della civiltà veneziana","12","True","4535","18","True","False","False","0","Firenze","IT","ita","Venezia : centro di mediazione tra oriente e occidente (secoli 15.-16","3.0","1977.0","0.09836065573770492","1.0","-0.43333333333333335","history"
"SBL0150652","3.0","Bettini, Sergio","62","True","31822","16","True","False","False","0","Milano","IT","ita","Venezia : nascita di una città","3.0","1978.0","0.018716577540106916","0.6363636363636364","0.06951871657754016","architecture"
"SBL0156578","3.0","Leciejewicz, Lech","23","True","22178","10","True","False","False","0","Roma","IT","ita","Torcello : scavi, 1961-62","3.0","1977.0","-0.5","0.5","1.0714285714285714","architecture"
"SBL0170713","3.0","Wolters, Wolfgang","4","True","31835","36","True","False","False","0","Venezia","IT","ita","La scultura veneziana gotica : 1300-1460","3.0","1976.0","-0.12362152371781643","0.5529953917050692","-0.01831854552124168","architecture"
"SBL0175139","3.0","Lane, Frederic Chapin","30","True","22342","31","True","False","False","0","Paris","FR","fre","Navires et constructeurs a Venise pendant la Renaissance","3.0","1965.0","0.21365546218487397","0.9857142857142858","-0.5654411764705882","history"
"SBL0176798","2.0","Ruskin, John","2","True","36063","26","True","False","False","0","London","GB","eng","The stones of Venice","3.0","1921.0","0.21986130374479884","0.9771428571428571","-0.5075450762829403","architecture"
"SBL0185472","3.0","Tenenti, Alberto","35","True","6135","21","True","False","False","0","Paris","FR","fre","Cristoforo da Canal : la marine vénitienne avant Lépante","3.0","1962.0","0.10201277180502788","0.9784172661870504","-0.3165467625899281","history"
"SBL0185474","3.0","Tenenti, Alberto","40","True","12791","21","True","False","False","0","Paris","FR","fre","Naufrages, corsaires et assurances maritimes à Venise, 1592-1609","3.0","1959.0","0.09836065573770492","1.0","-0.4784836065573771","history"
"SBL0188991","3.0","edited with an introduction by Brian Pullan","27","True","18442","39","True","True","True","30","London","GB","eng","Crisis and change in the Venetian economy in the sixteenth and seventeenth centuries","3.0","1968.0","0.04542297541325191","0.9584664536741214","-0.22828865120155578","history"
"SBL0191721","3.0","Lane, Frederic Chapin","24","True","5850","24","True","True","True","5","Baltimore","US","eng","Venice and history : the collected papers of Frederic C. Lane","3.0","1966.0","0.10134963076139547","0.9935064935064936","-0.4358288770053476","history"
"SBL0194123","3.0","Pincus, Debra","8","True","9044","21","True","False","False","0","New York","US","eng","The Arco Foscari : the building of a triumphal gateway in the fifteenth century Venice","3.0","1976.0","-0.1282051282051282","0.5384615384615384","0.035968660968660915","architecture"
"SBL0199149","3.0","Millais, Euphemia Chalmers Gray","10","True","36771","11","True","False","False","0","London","GB","eng","Effie in Venice : Unpublished letters of Mrs. John Ruskin written from Venice between 1849-1852","1.0","1965.0","-0.38235294117647056","0.5","-0.05147058823529416","architecture"
"SBL0208245","3.0","Logan, Oliver","28","True","28955","44","True","False","False","0","London","GB","eng","Culture and society in Venice, 1470-1790 : the Renaissance and its heritage","3.0","1972.0","-0.08488320190447851","0.7342657342657343","0.101361404552894","history"
"SBL0211116","3.0","Pocock, John Greville Agard","32","True","22809","14","True","False","False","0","Princeton","US","eng","The machiavellian moment : florentine political thought and the atlantic republican tradition","3.0","1975.0","0.6","1.0","-1.2","history"
"SBL0226013","3.0","edited by J.R. Hale","19","True","20378","53","True","False","False","0","London","GB","eng","Renaissance Venice","3.0","1973.0","0.14524914649583798","0.9618320610687023","-0.4474222256319767","history"
"SBL0226451","3.0","Brand, Charles M","9","True","17810","11","True","False","False","0","Cambridge, Mass","US","eng","Byzantium confronts the West : 1180-1204","3.0","1968.0","0.11764705882352944","1.0","0.03886554621848737","history"
"SBL0229217","3.0","Pullan, Brian","30","True","4304","74","True","True","True","140","Oxford","GB","eng","Rich and poor in Renaissance Venice : the social institutions of a catholic state, to 1620","3.0","1971.0","0.06973008594414998","0.8734177215189873","-0.09084772600382585","history"
"SBL0231315","3.0","Robertson, Giles","17","True","81","12","True","False","False","0","Oxford","GB","eng","Giovanni Bellini","3.0","1968.0","-0.2857142857142857","0.7142857142857143","0.75","arts"
"SBL0231348","3.0","Schulz, Juergen","10","True","18131","30","True","False","False","0","Berkeley","US","eng","Venetian painted ceilings of the Renaissance","3.0","1968.0","-0.4036654135338346","0.49107142857142855","0.39591165413533846","architecture"
"SBL0241944","3.0","Boschini, Marco","57","True","15087","14","True","False","False","0","Venezia","IT","ita","La carta del navegar pitoresco : edizione critica","1.0","1966.0","0.13749999999999996","0.9375","-0.18065476190476187","arts"
"SBL0251652","3.0","Da Mosto, Andrea","47","True","28758","18","True","False","False","0","Milano","IT","ita","I dogi di Venezia nella vita pubblica e privata","3.0","1960.0","-0.33333333333333337","0.5","0.35978835978835977","history"
"SBL0253067","3.0","Barbari, Iacopo : de","9","True","33289","26","True","False","False","0","Venezia","IT","ita","La pianta prospettica di Venezia del 1500","1.0","1962.0","0.2657450076804915","0.8571428571428571","-0.043586789554531546","architecture"
"SBL0254418","3.0","Heinemann, Fritz","7","True","7941","11","True","False","False","0","Venezia","IT","ita","Giovanni Bellini e i belliniani","3.0","1962.0","-0.11904761904761907","0.7142857142857143","0.059523809523809534","arts"
"SBL0254799","3.0","Lorenzetti, Giulio","12","True","17820","19","True","False","False","0","Roma","IT","ita","Venezia e il suo estuario : guida storico-artistica","2.0","1963.0","-0.20484949832775923","0.40384615384615385","0.20944816053511695","architecture"
"SBL0259303","3.0","Musolino, Giovanni","35","True","3544","13","True","False","False","0","Venezia","IT","ita","Santi e beati veneziani : quaranta profili","3.0","1963.0","-0.125","0.75","0.0959821428571429","history"
"SBL0263243","3.0","S. Tramontin ... [et al.","32","True","37254","27","True","False","False","0","Venezia","IT","ita","Culto dei santi a Venezia","3.0","1965.0","-0.17570596145226353","0.391304347826087","0.1768265351860151","history"
"SBL0275380","3.0","a cura di Roberto Cessi e Fanny Bennato","30","True","19988","23","True","False","False","0","Venezia","IT","lat","Venetiarum historia vulgo Petro Iustiniano Iustiniani filio adiudicata","1.0","1964.0","0.15555555555555556","0.8888888888888888","-0.4444444444444445","history"
"SBL0280288","3.0","Martini, Egidio","2","True","10641","20","True","False","False","0","Venezia","IT","ita","La pittura veneziana nel Settecento","3.0","1964.0","0.34714394516374714","0.900990099009901","-0.05171363290175174","arts"
"SBL0285881","3.0","Niero, Antonio","19","True","25528","12","True","False","False","0","Venezia","IT","ita","La chiesa dei Carmini : storia e arte","3.0","1965.0","-0.07518796992481203","0.7142857142857143","0.30952380952380953","architecture"
"SBL0285889","3.0","Zava Boccazzi, Franca","38","True","22915","33","True","True","True","127","Venezia","IT","ita","La basilica dei santi Giovanni e Paolo in Venezia","3.0","1965.0","-0.2891156462585034","0.5833333333333334","0.3610675039246468","architecture"
"SBL0288005","3.0","Zordan, Giorgio","32","True","30551","19","True","False","True","0","Padova","IT","ita","L'ordinamento giuridico veneziano : lezioni di storia del diritto veneziano con una nota bibliografica","3.0","1980.0","0.16666666666666663","1.0","-0.593121693121693","history"
"SBL0327699","3.0","Brusatin, Manlio","141","True","19838","28","True","False","False","0","Torino","IT","ita","Venezia nel Settecento : stato, architettura, territorio","3.0","1980.0","-0.2651371164811295","0.6141732283464567","0.3703728844239298","history"
"SBL0328144","3.0","","43","True","22854","16","True","False","False","0","Venezia","IT","ita","Venezia citta industriale : gli insediamenti produttivi del 19. secolo","3.0","1980.0","0.1636363636363637","0.8","-0.1969696969696969","architecture"
"SBL0332049","3.0","Cohen, Charles E","48","True","4832","10","True","False","False","0","Firenze","IT","eng","The drawings of Giovanni Antonio da Pordenone","3.0","1980.0","0.017045454545454586","0.9545454545454546","-0.4318181818181818","arts"
"SBL0333513","3.0","Barzaghi, Antonio","50","True","658","11","True","False","False","0","Verona","IT","ita","Donne o cortigiane? : la prostituzione a Venezia","3.0","1980.0","0.21052631578947367","1.0","-0.5","history"
"SBL0348140","3.0","Dalla Costa, Mario","127","True","14098","12","True","False","False","0","Venezia","IT","ita","Le pietre dell'architettura veneta e di Venezia","3.0","1981.0","0.027027027027026973","1.0","-0.08746246246246248","architecture"
"SBL0351940","3.0","Cracco, Giorgio","40","True","16900","35","True","False","False","0","Firenze","IT","ita","Societa e stato nel medioevo veneziano : secoli 12.-14","3.0","1967.0","0.2427193436321975","0.9789156626506024","-0.6088402690516669","history"
"SBL0356619","3.0","Piamonte, Giannina","24","True","30911","20","True","False","False","0","Venezia","IT","ita","Venezia vista dall'acqua : guida dei rii di Venezia e delle isole","3.0","1968.0","0.119119623655914","0.978494623655914","-0.4196068548387097","architecture"
"SBL0356745","3.0","Carile, Antonio","43","True","5524","20","True","False","False","0","Firenze","IT","ita","La cronachistica veneziana, secoli 13.-16., di fronte alla spartizione della Romania nel 1204","3.0","1969.0","0.0","0.9381443298969072","-0.19072164948453607","history"
"SBL0356810","3.0","Mariuz, Adriano","35","True","33928","10","True","False","False","0","Venezia","IT","ita","Giandomenico Tiepolo","3.0","1971.0","-0.5384615384615384","0.46153846153846156","0.7307692307692308","history"
"SBL0361653","3.0","Puppi, Lionello","51","True","13129","24","True","False","False","0","Venezia","IT","ita","Michele Sanmicheli : architetto di Verona","3.0","1971.0","0.04521276595744683","0.875","-0.07027414075286409","architecture"
"SBL0361751","3.0","Zugni-Tauro, Anna Paola","29","True","5701","10","True","False","False","0","Venezia","IT","ita","Gaspare Diziani","3.0","1971.0","-0.2857142857142857","0.7142857142857143","0.6626984126984128","arts"
"SBL0372037","3.0","Muraro, Michelangelo","42","True","16347","11","True","False","False","0","Milano","IT","ita","Paolo da Venezia","3.0","1969.0","0.2880434782608695","0.9130434782608695","0.13315217391304346","arts"
"SBL0372867","3.0","Paolillo, Domenico Roberto","36","True","27075","10","True","True","True","39","Venezia","IT","ita","Il Palazzo Dolfin Manin a Rialto : storia di un'antica dimora veneziana","3.0","1970.0","-0.09999999999999998","0.5","-0.5249999999999999","architecture"
"SBL0374986","3.0","Giuseppe Samonà ... [et al.","84","True","5877","18","True","False","False","0","Padova","IT","ita","Piazza San Marco : l'architettura, la storia, le funzioni","3.0","1970.0","-0.3799058084772371","0.5384615384615384","0.3139717425431712","architecture"
"SBL0389914","3.0","Rubin De Cervin, Giovanni Battista","7","True","8958","11","True","False","False","0","Lausanne","CH","fre","Bateaux et batellerie de Venise","3.0","1978.0","-0.375","0.625","0.8080357142857143","history"
"SBL0420289","3.0","Semenzato, Camillo","57","True","4220","19","True","False","False","0","Venezia","IT","ita","La scultura veneta del Seicento e del Settecento","3.0","1966.0","0.15000000000000002","0.5538461538461539","-0.011538461538461497","arts"
"SBL0420583","3.0","Tassini, Giuseppe","18","True","15939","12","True","False","False","0","Venezia","IT","ita","Curiosita veneziane, ovvero origini delle denominazioni stradali","3.0","1964.0","-0.40701754385964917","0.5263157894736842","0.48684210526315796","architecture"
"SBL0454004","3.0","Cassini, Giocondo","23","True","6714","33","True","False","False","0","Venezia","IT","ita","Piante e vedute prospettiche di Venezia : 1479-1855","3.0","1971.0","0.3416091954022989","0.7816091954022989","-0.06599999999999995","architecture"
"SBL0461683","3.0","Borsari, Silvano","9","True","7720","14","True","False","False","0","Napoli","IT","ita","Studi sulle colonie veneziane in Romania nel 13. secolo","3.0","1966.0","0.5454545454545454","1.0","-0.9090909090909091","history"
"SBL0467006","3.0","Zorzi, Alvise","58","True","24862","31","True","False","False","0","Milano","IT","ita","Venezia scomparsa","3.0","1972.0","-0.2422943457848541","0.39855072463768115","0.10425597060624603","architecture"
"SBL0470479","3.0","Canale, Martino : da","27","True","25189","24","True","False","False","0","Firenze","IT","ita","Les estoires de Venise : cronaca veneziana in lingua francese dalle origini al 1275","3.0","1972.0","0.11442441054091534","0.7572815533980582","0.4398058252427184","history"
"SBL0472418","2.0","Da Porto, Luigi","68","True","16483","16","True","False","False","0","Firenze","IT","ita","Lettere storiche di Luigi Da Porto vicentino dall'anno 1509 al 1528","1.0","1857.0","0.0038819875776396895","0.9821428571428571","-0.1513975155279503","history"
"SBL0475023","2.0","Bellemo, Vincenzo","16","True","5934","12","True","False","False","0","Chioggia","IT","ita","Il territorio di Chioggia : ricerche coro-idrografiche storico-critiche e archeologiche con l'analisi del Pactum Clugiae e tre appendici ..","3.0","1893.0","0.09797297297297303","0.972972972972973","0.034909909909909914","history"
"SBL0480049","2.0","Miller, William","8","True","12176","11","True","False","False","0","London","GB","eng","The Latins in the Levant : a history of Frankish Greece","3.0","1908.0","0.0","1.0","-0.3194444444444444","history"
"SBL0484841","3.0","Gasparetto, Astone","47","True","36030","18","True","True","True","121","Venezia","IT","ita","Il vetro di Murano dalle origini ad oggi","3.0","1958.0","-0.1923076923076923","0.5","0.5805860805860806","history"
"SBL0486868","3.0","Cozzi, Gaetano","59","True","33946","45","True","False","False","0","Venezia","IT","ita","Il doge Nicolò Contarini : ricerche sul patriziato veneziano agli inizi del Seicento","3.0","1958.0","0.11951923076923077","0.96875","-0.3130649038461538","history"
"SBL0492093","3.0","Chinazzo, Daniele","34","True","1968","17","True","False","False","0","Venezia","IT","ita","Cronica de la guerra da veniciani a zenovesi","1.0","1958.0","0.2432432432432432","1.0","-0.6798336798336799","history"
"SBL0504431","3.0","Seneca, Federico","36","True","83","20","True","False","False","0","Padova","IT","ita","Il doge Leonardo Donà : la sua vita e la sua preparazione politica prima del dogado","3.0","1959.0","0.1964285714285714","1.0","-0.5267857142857143","history"
"SBL0506131","3.0","Pietro Pirri","38","True","10971","11","True","False","False","0","Roma","IT","ita","L'interdetto di Venezia del 1606 e i Gesuiti : silloge di documenti con introduzione","3.0","1959.0","0.0625","1.0","-0.71875","history"
"SBL0529183","3.0","Zanette, Emilio","43","True","4612","12","True","False","False","0","Venezia","IT","ita","Suor Arcangela monaca del Seicento veneziano","3.0","1960.0","0.0","0.9545454545454546","-0.022727272727272707","history"
"SBL0546872","3.0","a cura di Luigi Lanfranchi e Bianca Strina","47","True","36435","15","True","False","False","0","Venezia","IT","ita","Ss. Ilario e Benedetto e S. Gregorio","3.0","1965.0","0.3125","0.9375","-0.5208333333333334","history"
"SBL0549608","3.0","a cura di Alfredo Stussi","56","True","35955","11","True","False","False","0","Venezia","IT","ita","Zibaldone da Canal : manoscritto mercantile del sec. 14","1.0","1967.0","0.0","0.9655172413793104","-0.08620689655172414","history"
"SBL0560137","3.0","Preto, Paolo","50","True","36131","30","True","False","False","0","Firenze","IT","ita","Venezia e i Turchi","3.0","1975.0","0.025426043259777154","0.9547738693467337","-0.18059045226130654","history"
"SBL0566459","3.0","Gullino, Giuseppe","37","True","3625","14","True","False","False","0","Venezia","IT","ita","La politica scolastica veneziana nell'età delle riforme","3.0","1973.0","0.0625","1.0","-0.5","history"
"SBL0568052","3.0","Mangini, Nicola","98","True","18090","32","True","False","False","0","Milano","IT","ita","I teatri di Venezia","3.0","1974.0","-0.0306815691431076","0.7100591715976331","0.08252976842720439","history"
"SBL0580404","3.0","Cervelli, Innocenzo","101","True","9179","26","True","False","False","0","Napoli","IT","ita","Machiavelli e la crisi dello Stato veneziano","3.0","1974.0","0.20578697929658263","0.995260663507109","-0.27078359405623065","history"
"SBL0604032","3.0","Mantese, Giovanni","67","True","25698","16","True","False","False","0","Vicenza","IT","ita","Memorie storiche della Chiesa vicentina","3.0","","-0.04449648711943799","0.8571428571428571","0.36475409836065575","history"
"SBL0615034","3.0","Cassini, Giocondo","50","True","21449","27","True","False","False","0","Venezia","IT","ita","Piante e vedute prospettiche di Venezia, 1479-1855","3.0","1982.0","-0.2622377622377623","0.5454545454545454","0.28502860775588057","architecture"
"SBL0620017","3.0","Pozza, Marco","139","True","30825","11","True","False","False","0","Abano Terme","IT","ita","I Badoer : una famiglia veneziana dal 10. al 13. secolo","3.0","1982.0","0.375","1.0","-0.84375","history"
"SBL0621523","3.0","Finlay, Robert","80","True","22557","14","True","True","True","68","Milano","IT","ita","La vita politica nella Venezia del Rinascimento","3.0","1982.0","0.16154521510096576","0.9850746268656716","-0.6003072870939421","history"
